"Pos.","N°","Nombre","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior"
"1","98","Mateo CASTELLANOS CARVAJAL","55.069","3","",""
"2","88","Gerardo camilo TORRES","55.335","3","0.266","0.266"
"3","255","Juan Sebastian WONG RODRÍGUEZ","55.688","7","0.619","0.353"
"4","424","Juan Manuel FORERO BANDERA","55.854","5","0.785","0.166"
"5","214","Gabriel Alejandro VALDIVIESO FLOREZ","57.292","6","2.223","1.438"
"6","205","Miguel Angel RIVERA MARIN","59.081","4","4.012","1.789"
